Plage,Aire,Temps,Position,Substrat,Date,Saison,Objet,Détail,Code,OPSAR,UNEP,Quantité,Poids
Saint-Disdille,75,30,1,4,10.09.2022,3,Bouchon/capuchon PET,,G21,15,PL01,10,0.0175
Saint-Disdille,259,100,2,4,22.10.2022,4,Bouchon/capuchon PET,,G21,15,PL01,1,0.00175
Savonnière,82,40,1,4,16.01.2022,1,Bouchon/capuchon PET,,G21,15,PL01,3,0.00525
Savonnière,325,160,2,2,16.01.2022,1,Bouchon/capuchon PET,,G21,15,PL01,3,0.00525
Savonnière,82,40,1,4,01.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,2,0.0035
Savonnière,325,160,2,2,01.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,8,0.014
Savonnière,325,160,2,2,06.08.2022,3,Bouchon/capuchon PET,,G21,15,PL01,1,0.00175
Vidy,413,210,2,1,04.02.2022,1,Bouchon/capuchon PET,,G21,15,PL01,2,0.0035
Vidy,413,210,2,1,13.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,1,0.00175
Vidy,91,45,1,1,13.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,2,0.0035
Vidy,413,210,2,1,12.07.2022,3,Bouchon/capuchon PET,,G21,15,PL01,2,0.0035
Vidy,91,45,1,1,18.10.2022,4,Bouchon/capuchon PET,,G21,15,PL01,2,0.0035
Vidy,413,210,2,1,18.10.2022,4,Bouchon/capuchon PET,,G21,15,PL01,6,0.0105
Versoix,132,65,2,3,2/5/2022,1,Bouchon/capuchon PET,,G21,15,PL01,1,0.00175
Versoix,132,65,2,3,30.04.2022,2,Bouchon/capuchon PET,,G21,15,PL01,1,0.00175
Amphion,98,50,1,4,01.02.2022,1,Bouchon/capuchon PET,,G21,15,PL01,3,0.012
Amphion,342,170,2,4,01.02.2022,1,Bouchon/capuchon PET,,G21,15,PL01,125,0.5
Amphion,342,170,2,4,03.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,30,0.12
Amphion,342,170,2,4,19.07.2022,3,Bouchon/capuchon PET,,G21,15,PL01,12,0.048
Amphion,98,50,1,4,19.07.2022,3,Bouchon/capuchon PET,,G21,15,PL01,17,0.068
Amphion,98,50,1,4,18.10.2022,4,Bouchon/capuchon PET,,G21,15,PL01,12,0.048
Amphion,342,170,2,4,18.10.2022,4,Bouchon/capuchon PET,,G21,15,PL01,18,0.072
Aubonne,268,150,2,4,14.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Aubonne,72,40,1,4,05.11.2022,4,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Baby Plage,112,60,1,1,22.01.2022,1,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Baby Plage,112,60,1,1,23.04.2022,2,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Cully,52,25,2,3,26.01.2022,1,Bouchon/capuchon PET,,G21,15,PL01,3,0.012
Excenevex,1803,900,2,1,04.09.2022,3,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Excenevex,1803,900,2,1,06.11.2022,4,Bouchon/capuchon PET,,G21,15,PL01,7,0.028
Grangettes,79,40,1,1,02.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Grangettes,260,130,2,1,18.07.2022,3,Bouchon/capuchon PET,,G21,15,PL01,31,0.124
Lugrin,72,35,1,4,06.02.2022,1,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Lugrin,159,80,2,4,06.02.2022,1,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Lugrin,159,80,2,4,05.11.2022,4,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Lutry,77,40,1,4,29.01.2022,1,Bouchon/capuchon PET,,G21,15,PL01,2,0.008
Lutry,77,40,1,4,19.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,3,0.012
Lutry,234,120,2,2,19.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,2,0.008
Pichette,41,20,1,3,11.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Port Choiseul,444,220,2,3,03.09.2022,3,Bouchon/capuchon PET,,G21,15,PL01,9,0.036
Préverenges,961,490,2,1,12.02.2022,1,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Préverenges,961,490,2,1,30.04.2022,2,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Rolle,122,60,1,1,06.11.2022,4,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Rolle,815,415,2,1,06.11.2022,4,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Saint-Disdille,75,30,1,4,29.01.2022,1,Bouchon/capuchon PET,,G21,15,PL01,1,0.004
Savonnière,325,160,2,2,06.11.2022,4,Bouchon/capuchon PET,,G21,15,PL01,5,0.02
Vidy,413,210,2,1,13.05.2022,2,Bouchon/capuchon PET,,G21,15,PL01,2,0.008
Amphion,342,170,2,4,03.05.2022,2,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,1,0.001
Baby Plage,112,60,1,1,23.04.2022,2,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,1,0.001
Bouveret,99,50,1,1,15.01.2022,1,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,1,0.001
Bouveret,438,220,2,1,15.01.2022,1,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,3,0.003
Clarens,273,125,2,2,17.12.2022,4,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,1,0.001
Cully,15,7,1,3,07.08.2022,3,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,1,0.001
Grangettes,260,130,2,1,02.05.2022,2,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,7,0.007
Lutry,234,120,2,2,29.01.2022,1,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,1,0.001
Savonnière,82,40,1,4,06.08.2022,3,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,1,0.001
Tougues,450,220,2,2,29.01.2022,1,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,1,0.001
Vidy,91,45,1,1,04.02.2022,1,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,3,0.003
Vidy,91,45,1,1,13.05.2022,2,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,3,0.003
Vidy,413,210,2,1,12.07.2022,3,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,2,0.002
Vidy,413,210,2,1,18.10.2022,4,Bouchons en plastiques agglomérés de bouteille de vin,,G159,15,PL01,3,0.003
Grangettes,79,40,1,1,08.11.2022,4,Bouteille de PET <0.5l,Bouteille de PET 0.25l,G7,4,PL02,1,0.012
Grangettes,260,130,2,1,13.02.2022,1,Bouteille de PET <0.5l,Bouteille de PET 0.33l,G7,4,PL02,1,0.023
Hermance,265,130,2,4,9/11/2022,3,Bouteille de PET <0.5l,Bouteille de PET 0.33l,G7,4,PL02,1,0.023
Port Choiseul,297,150,2,3,15.10.2022,4,Bouteille de PET <0.5l,Bouteille de PET 0.33l,G7,4,PL02,1,0.023
Saint-Disdille,75,30,1,4,22.10.2022,4,Bouteille de PET <0.5l,Bouteille de PET 0.33l,G7,4,PL02,1,0.023
Lugrin,159,80,2,4,05.11.2022,4,Bouteille de PET <0.5l,Bouteille de PET 0.5l,G7,4,PL02,1,0.035
Vidy,91,45,1,1,04.02.2022,1,Bouteille de PET <0.5l,Bouteille de PET 0.5l,G7,4,PL02,1,0.035
Bouveret,99,50,1,1,15.01.2022,1,Bouteille/Emballage de cosmétique,,G12,7,PL02,4,0.128
Bouveret,438,220,2,1,15.01.2022,1,Bouteille/Emballage de cosmétique,,G12,7,PL02,4,0.128
Saint-Disdille,75,30,1,4,29.01.2022,1,Bouteille/Emballage de cosmétique,,G12,7,PL02,4,0.128
Tolochenaz,75,40,2,2,21.08.2022,3,Bouteille/Emballage de cosmétique,,G12,7,PL02,1,0.032
Baby Plage,112,60,1,1,22.01.2022,1,Briquet,,G26,16,PL10,1,0.012
Baby Plage,384,200,2,1,22.01.2022,1,Briquet,,G26,16,PL10,1,0.012
Bouveret,99,50,1,1,15.01.2022,1,Briquet,,G26,16,PL10,1,0.012
Bouveret,438,220,2,1,05.11.2022,4,Briquet,,G26,16,PL10,1,0.012
Excenevex,1803,900,2,1,13.02.2022,1,Briquet,,G26,16,PL10,1,0.012
Grangettes,260,130,2,1,18.07.2022,3,Briquet,,G26,16,PL10,1,0.012
Lugrin,72,35,1,4,05.11.2022,4,Briquet,,G26,16,PL10,1,0.012
Préverenges,961,490,2,,13.08.2022,3,Briquet,,G26,16,PL10,1,0.012
Rolle,815,415,2,1,15.01.2022,1,Briquet,,G26,16,PL10,1,0.012
Savonnière,325,160,2,2,16.01.2022,1,Briquet,,G26,16,PL10,1,0.012
Hermance,105,50,1,4,5/14/2022,1,Cable/fil électrique,,G194,,,1,0.35
Baby Plage,384,200,2,1,22.01.2022,1,Cable/fil électrique,,G194,,,3,0.006
Baby Plage,112,60,1,1,23.04.2022,2,Cable/fil électrique,,G194,,,1,0.002
Bouveret,438,220,2,1,03.09.2022,3,Cable/fil électrique,,G194,,,1,0.002
Bouveret,438,220,2,1,05.11.2022,4,Cable/fil électrique,,G194,,,1,0.002
Clarens,273,125,2,2,16.01.2022,1,Cable/fil électrique,,G194,,,1,0.002
Clarens,67,30,1,4,29.04.2022,2,Cable/fil électrique,,G194,,,2,0.004
Clarens,273,125,2,2,29.04.2022,2,Cable/fil électrique,,G194,,,4,0.008
Clarens,67,30,1,4,30.07.2022,3,Cable/fil électrique,,G194,,,1,0.002
Clarens,273,125,2,2,17.12.2022,4,Cable/fil électrique,,G194,,,1,0.002
Crans,16,6,1,2,06.09.2022,3,Cable/fil électrique,,G194,,,1,0.002
Gland,22,8,2,2,06.09.2022,3,Cable/fil électrique,,G194,,,1,0.002
Hermance,265,130,2,4,10.01.2022,1,Cable/fil électrique,,G194,,,2,0.004
Lugrin,72,35,1,4,06.02.2022,1,Cable/fil électrique,,G194,,,1,0.002
Lugrin,159,80,2,4,07.05.2022,2,Cable/fil électrique,,G194,,,4,0.008
Lugrin,72,35,1,4,07.05.2022,2,Cable/fil électrique,,G194,,,5,0.01
Lugrin,159,80,2,4,02.07.2022,3,Cable/fil électrique,,G194,,,3,0.006
Lugrin,72,35,1,4,02.07.2022,3,Cable/fil électrique,,G194,,,4,0.008
Lugrin,159,80,2,4,05.11.2022,4,Cable/fil électrique,,G194,,,4,0.008
Lutry,234,120,2,2,02.11.2022,4,Cable/fil électrique,,G194,,,1,0.002
Meillerie,53,7,1,2,02.05.2022,2,Cable/fil électrique,,G194,,,1,0.002
Rolle,815,415,2,1,15.01.2022,1,Cable/fil électrique,,G194,,,2,0.004
Saint-Disdille,259,100,2,4,23.04.2022,2,Cable/fil électrique,,G194,,,3,0.006
Saint-Disdille,259,100,2,4,10.09.2022,3,Cable/fil électrique,,G194,,,4,0.008
Saint-Disdille,259,100,2,4,22.10.2022,4,Cable/fil électrique,,G194,,,3,0.006
Savonnière,325,160,2,2,06.08.2022,3,Cable/fil électrique,,G194,,,1,0.002
Vidy,413,210,2,1,04.02.2022,1,Cable/fil électrique,,G194,,,2,0.004
Bouveret,438,220,2,1,15.01.2022,1,Capsule de phéromones pour vigne,,G937,,,1,0.005
Grangettes,260,130,2,1,02.05.2022,2,Capsule de phéromones pour vigne,,G937,,,1,0.005
Grangettes,79,40,1,1,18.07.2022,3,Capsule de phéromones pour vigne,,G937,,,2,0.01
Amphion,98,50,1,4,01.02.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Amphion,342,170,2,4,01.02.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,32,0.0992
Amphion,342,170,2,4,03.05.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,12,0.0372
Amphion,98,50,1,4,19.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Amphion,342,170,2,4,19.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,9,0.0279
Amphion,98,50,1,4,18.10.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Amphion,342,170,2,4,18.10.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,4,0.0124
Baby Plage,384,200,2,1,22.01.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Bouveret,99,50,1,1,15.01.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,9,0.0279
Bouveret,438,220,2,1,15.01.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,25,0.0775
Bouveret,438,220,2,1,30.04.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,5,0.0155
Bouveret,99,50,1,1,03.09.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Bouveret,438,220,2,1,05.11.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,5,0.0155
Clarens,273,125,2,2,16.01.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Clarens,273,125,2,2,29.04.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Clarens,273,125,2,2,30.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Clarens,67,30,1,4,30.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Clarens,273,125,2,2,17.12.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Excenevex,1803,900,2,1,08.05.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Excenevex,175,90,1,1,06.11.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Grangettes,260,130,2,1,02.05.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Grangettes,79,40,1,1,08.11.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Grangettes,260,130,2,1,08.11.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,4,0.0124
Lugrin,72,35,1,4,07.05.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Lugrin,72,35,1,4,02.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Lugrin,159,80,2,4,02.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Lugrin,159,80,2,4,05.11.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Lutry,77,40,1,4,19.05.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Lutry,234,120,2,2,19.05.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Lutry,234,120,2,2,08.09.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Lutry,77,40,1,4,08.09.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Lutry,234,120,2,2,02.11.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Lutry,77,40,1,4,02.11.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Pichette,190,100,2,3,03.02.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Port Choiseul,297,150,2,3,15.01.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Port Choiseul,297,150,2,3,16.04.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,4,0.0124
Préverenges,961,490,2,1,30.04.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Préverenges,961,490,2,1,05.11.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Saint-Disdille,259,100,2,4,29.01.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,17,0.0527
Saint-Disdille,75,30,1,4,23.04.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Saint-Disdille,259,100,2,4,23.04.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,3,0.0093
Saint-Disdille,259,100,2,4,10.09.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,4,0.0124
Saint-Disdille,259,100,2,4,22.10.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Savonnière,325,160,2,2,16.01.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Savonnière,325,160,2,2,01.05.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,4,0.0124
Vidy,413,210,2,1,04.02.2022,1,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Vidy,91,45,1,1,13.05.2022,2,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Vidy,413,210,2,1,12.07.2022,3,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,2,0.0062
Vidy,91,45,1,1,18.10.2022,4,Cartouche/munition/balle/douille de chasse en plastique,,G70,43,,1,0.0031
Cully,15,7,1,3,04.05.2022,2,Ceinture en cuir,,G131,57,CL01,2,0.3
Lugrin,159,80,2,4,07.05.2022,2,Chambre à air/ feuille de caoutchouc,,G129,,RB05,1,0.38
Amphion,342,170,2,4,19.07.2022,3,Chausette,,G135,,CL01,1,0.015
Baby Plage,112,60,1,1,23.04.2022,2,Chausette,,G135,,CL01,1,0.015
Excenevex,1803,900,2,1,06.11.2022,4,Chausette,,G135,,CL01,1,0.015
Lugrin,159,80,2,4,05.11.2022,4,Chausette,,G135,,CL01,1,0.015
Port Choiseul,297,150,2,3,16.04.2022,2,Chausette,,G135,,CL01,1,0.015
Saint-Disdille,75,30,1,4,10.09.2022,3,Chausette,,G135,,CL01,2,0.03
Vidy,91,45,1,1,13.05.2022,2,Chausette,,G135,,CL01,1,0.015
Vidy,413,210,2,1,13.05.2022,2,Chausette,,G135,,CL01,1,0.015
Lugrin,159,80,2,4,07.05.2022,2,Chaussure/Basket,,G136,,CL01,1,0.5
Port Choiseul,297,150,2,3,15.01.2022,1,Chaussure/Basket,,G136,,CL01,1,0.5
Baby Plage,384,200,2,1,15.10.2022,4,Chewing-gum,,G926,53,RB08,1,0.002
Clarens,67,30,1,4,30.07.2022,3,Chewing-gum,,G926,53,RB08,1,0.002
Excenevex,175,90,1,1,13.02.2022,1,Chewing-gum,,G926,53,RB08,1,0.002
Excenevex,1803,900,2,1,13.02.2022,1,Chewing-gum,,G926,53,RB08,3,0.006
Lugrin,72,35,1,4,05.11.2022,4,Chewing-gum,,G926,53,RB08,1,0.002
Rolle,815,415,2,1,06.11.2022,4,Chewing-gum,,G926,53,RB08,1,0.002
Saint-Disdille,259,100,2,4,29.01.2022,1,Chewing-gum,,G926,53,RB08,1,0.002
Saint-Disdille,75,30,1,4,23.04.2022,2,Chewing-gum,,G926,53,RB08,1,0.002
Saint-Disdille,259,100,2,4,23.04.2022,2,Chewing-gum,,G926,53,RB08,1,0.002
Saint-Disdille,259,100,2,4,10.09.2022,3,Chewing-gum,,G926,53,RB08,1,0.002
Savonnière,82,40,1,4,06.11.2022,4,Chewing-gum,,G926,53,RB08,1,0.002
Savonnière,325,160,2,2,06.11.2022,4,Chewing-gum,,G926,53,RB08,1,0.002
Vidy,91,45,1,1,18.10.2022,4,Chewing-gum,,G926,53,RB08,1,0.002
Tougues,450,220,2,2,10.08.2022,3,Composant électronique,,G929,,,1,0.05
Baby Plage,384,200,2,1,22.01.2022,1,Composant électronique,,G929,,,1,0.0082
Clarens,273,125,2,2,29.04.2022,2,Composant électronique,,G929,,,1,0.1
Amphion,98,50,1,4,19.07.2022,3,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Amphion,342,170,2,4,19.07.2022,3,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Amphion,98,50,1,4,18.10.2022,4,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Amphion,342,170,2,4,18.10.2022,4,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Baby Plage,384,200,2,1,02.09.2022,3,Corde de moins de 30 cm,,G9491,31,PL19,2,0.3
Bouveret,99,50,1,1,30.04.2022,2,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Crans,16,6,1,2,18.05.2022,2,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Cully,15,7,1,3,04.05.2022,2,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Excenevex,1803,900,2,1,13.02.2022,1,Corde de moins de 30 cm,,G9491,31,PL19,3,0.45
Hermance,105,50,1,4,5/14/2022,1,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Lutry,77,40,1,4,19.05.2022,2,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Lutry,234,120,2,2,02.11.2022,4,Corde de moins de 30 cm,,G9491,31,PL19,2,0.3
Lutry,77,40,1,4,02.11.2022,4,Corde de moins de 30 cm,,G9491,31,PL19,4,0.6
Meillerie,53,7,1,2,24.01.2022,1,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Port Choiseul,147,70,1,3,15.01.2022,1,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Port Choiseul,147,70,1,3,16.04.2022,2,Corde de moins de 30 cm,,G9491,31,PL19,2,0.3
Port Choiseul,297,150,2,3,16.04.2022,2,Corde de moins de 30 cm,,G9491,31,PL19,7,1.05
Rolle,815,415,2,1,06.11.2022,4,Corde de moins de 30 cm,,G9491,31,PL19,2,0.3
Saint-Disdille,259,100,2,4,22.10.2022,4,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Tolochenaz,52,25,1,2,01.05.2022,2,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Tougues,450,220,2,2,10.08.2022,3,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Tougues,94,45,1,2,22.10.2022,4,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Versoix,132,65,2,3,30.04.2022,2,Corde de moins de 30 cm,,G9491,31,PL19,1,0.15
Crans,16,6,1,2,16.01.2022,1,Corde entre 1 et 3 mètres,,G9493,31,PL19,1,0.45
Amphion,98,50,1,4,01.02.2022,1,Corde entre 30cm et 1 mètre,,G9492,31,PL19,1,0.3
Excenevex,1803,900,2,1,13.02.2022,1,Corde entre 30cm et 1 mètre,,G9492,31,PL19,1,0.3
Excenevex,1803,900,2,1,06.11.2022,4,Corde entre 30cm et 1 mètre,,G9492,31,PL19,1,0.3
Lugrin,72,35,1,4,05.11.2022,4,Corde entre 30cm et 1 mètre,,G9492,31,PL19,1,0.3
Lutry,77,40,1,4,19.05.2022,2,Corde entre 30cm et 1 mètre,,G9492,31,PL19,1,0.3
Amphion,98,50,1,4,01.02.2022,1,Coton-tige,,G95,98,OT02,10,0.0018
Amphion,342,170,2,4,01.02.2022,1,Coton-tige,,G95,98,OT02,61,0.01098
Amphion,98,50,1,4,03.05.2022,2,Coton-tige,,G95,98,OT02,2,0.00036
Amphion,342,170,2,4,03.05.2022,2,Coton-tige,,G95,98,OT02,42,0.00756
Amphion,98,50,1,4,19.07.2022,3,Coton-tige,,G95,98,OT02,17,0.00306
Amphion,342,170,2,4,19.07.2022,3,Coton-tige,,G95,98,OT02,44,0.00792
Amphion,98,50,1,4,18.10.2022,4,Coton-tige,,G95,98,OT02,24,0.00432
Amphion,342,170,2,4,18.10.2022,4,Coton-tige,,G95,98,OT02,43,0.00774
Anthy,211,95,2,4,09.02.2022,1,Coton-tige,,G95,98,OT02,3,0.00054
Anthy,211,95,2,4,20.07.2022,3,Coton-tige,,G95,98,OT02,2,0.00036
Anthy,62,30,1,4,20.07.2022,3,Coton-tige,,G95,98,OT02,2,0.00036
Baby Plage,112,60,1,1,22.01.2022,1,Coton-tige,,G95,98,OT02,1,0.00018
Baby Plage,384,200,2,1,22.01.2022,1,Coton-tige,,G95,98,OT02,2,0.00036
Baby Plage,384,200,2,1,02.09.2022,3,Coton-tige,,G95,98,OT02,2,0.00036
Bouveret,438,220,2,1,15.01.2022,1,Coton-tige,,G95,98,OT02,28,0.00504
Bouveret,99,50,1,1,30.04.2022,2,Coton-tige,,G95,98,OT02,30,0.0054
Bouveret,99,50,1,1,30.04.2022,2,Coton-tige,,G95,98,OT02,33,0.00594
Bouveret,438,220,2,1,03.09.2022,3,Coton-tige,,G95,98,OT02,15,0.0027
Clarens,67,30,1,4,16.01.2022,1,Coton-tige,,G95,98,OT02,13,0.00234
Clarens,67,30,1,4,29.04.2022,2,Coton-tige,,G95,98,OT02,2,0.00036
Clarens,273,125,2,2,29.04.2022,2,Coton-tige,,G95,98,OT02,13,0.00234
Clarens,273,125,2,2,30.07.2022,3,Coton-tige,,G95,98,OT02,7,0.00126
Clarens,67,30,1,4,30.07.2022,3,Coton-tige,,G95,98,OT02,10,0.0018
Clarens,273,125,2,2,17.12.2022,4,Coton-tige,,G95,98,OT02,10,0.0018
Excenevex,1803,900,2,1,13.02.2022,1,Coton-tige,,G95,98,OT02,40,0.0072
Gland,22,8,2,2,16.01.2022,1,Coton-tige,,G95,98,OT02,3,0.00054
Gland,22,8,2,2,18.05.2022,2,Coton-tige,,G95,98,OT02,1,0.00018
Grangettes,79,40,1,1,13.02.2022,1,Coton-tige,,G95,98,OT02,4,0.00072
Grangettes,260,130,2,1,13.02.2022,1,Coton-tige,,G95,98,OT02,44,0.00792
Grangettes,79,40,1,1,02.05.2022,2,Coton-tige,,G95,98,OT02,2,0.00036
Grangettes,260,130,2,1,02.05.2022,2,Coton-tige,,G95,98,OT02,18,0.00324
Grangettes,79,40,1,1,18.07.2022,3,Coton-tige,,G95,98,OT02,17,0.00306
Grangettes,260,130,2,1,18.07.2022,3,Coton-tige,,G95,98,OT02,45,0.0081
Grangettes,79,40,1,1,08.11.2022,4,Coton-tige,,G95,98,OT02,6,0.00108
Grangettes,260,130,2,1,08.11.2022,4,Coton-tige,,G95,98,OT02,18,0.00324
Lugrin,159,80,2,4,06.02.2022,1,Coton-tige,,G95,98,OT02,11,0.00198
Lugrin,72,35,1,4,07.05.2022,2,Coton-tige,,G95,98,OT02,8,0.00144
Lugrin,72,35,1,4,02.07.2022,3,Coton-tige,,G95,98,OT02,3,0.00054
Lugrin,159,80,2,4,02.07.2022,3,Coton-tige,,G95,98,OT02,8,0.00144
Lugrin,72,35,1,4,05.11.2022,4,Coton-tige,,G95,98,OT02,1,0.00018
Lugrin,159,80,2,4,05.11.2022,4,Coton-tige,,G95,98,OT02,7,0.00126
Meillerie,53,7,1,2,18.07.2022,3,Coton-tige,,G95,98,OT02,2,0.00036
Meillerie,53,7,1,2,08.11.2022,4,Coton-tige,,G95,98,OT02,1,0.00018
Port Choiseul,297,150,2,3,15.01.2022,1,Coton-tige,,G95,98,OT02,22,0.00396
Port Choiseul,147,70,1,3,16.04.2022,2,Coton-tige,,G95,98,OT02,5,0.0009
Port Choiseul,297,150,2,3,16.04.2022,2,Coton-tige,,G95,98,OT02,16,0.00288
Port Choiseul,297,150,2,3,16.04.2022,2,Coton-tige,,G95,98,OT02,36,0.00648
Port Choiseul,444,220,2,3,03.09.2022,3,Coton-tige,,G95,98,OT02,8,0.00144
Port Choiseul,147,70,1,3,15.10.2022,4,Coton-tige,,G95,98,OT02,17,0.00306
Port Choiseul,297,150,2,3,15.10.2022,4,Coton-tige,,G95,98,OT02,22,0.00396
